 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> September 16, 2025 
 ==================================================================

 Disk File Name = /media/data/Simulations/TRIUNF/20Mg(p,p)/actar_triumf/SRIM files/1H_mixture_90-10_800mbar.txt

 Ion = Hydrogen [1] , Mass = 1.008 amu

 Target Density =  2.4448E-04 g/cm3 = 6.1773E+19 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    056.25    023.79   
      C      6    012.50    063.00   
      H      1    031.25    013.22   
 ====================================
 Bragg Correction = -0.91%
 Stopping Units =  MeV / mm       
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   9.00 MeV   1.693E-03  1.221E-06    2.93 m    131.66 mm    56.10 mm  
  10.00 MeV   1.552E-03  1.109E-06    3.55 m    158.60 mm    67.60 mm  
  11.00 MeV   1.434E-03  1.017E-06    4.22 m    185.50 mm    80.05 mm  
  12.00 MeV   1.334E-03  9.398E-07    4.94 m    212.61 mm    93.42 mm  
  13.00 MeV   1.249E-03  8.738E-07    5.71 m    240.05 mm   107.71 mm  
  14.00 MeV   1.174E-03  8.167E-07    6.54 m    267.91 mm   122.90 mm  
  15.00 MeV   1.109E-03  7.669E-07    7.41 m    296.23 mm   138.98 mm  
  16.00 MeV   1.051E-03  7.231E-07    8.34 m    325.03 mm   155.93 mm  
  17.00 MeV   9.992E-04  6.841E-07    9.31 m    354.32 mm   173.75 mm  
  18.00 MeV   9.528E-04  6.493E-07   10.34 m    384.11 mm   192.42 mm  
  20.00 MeV   8.730E-04  5.897E-07   12.53 m    496.04 mm   232.30 mm  
  22.50 MeV   7.917E-04  5.295E-07   15.53 m    656.33 mm   286.78 mm  
  25.00 MeV   7.255E-04  4.808E-07   18.83 m    808.37 mm   346.30 mm  
  27.50 MeV   6.705E-04  4.406E-07   22.41 m    957.58 mm   410.71 mm  
  30.00 MeV   6.240E-04  4.068E-07   26.27 m      1.11 m    479.91 mm  
  32.50 MeV   5.842E-04  3.780E-07   30.41 m      1.26 m    553.81 mm  
  35.00 MeV   5.496E-04  3.532E-07   34.82 m      1.41 m    632.29 mm  
  37.50 MeV   5.194E-04  3.315E-07   39.49 m      1.56 m    715.27 mm  
  40.00 MeV   4.927E-04  3.124E-07   44.43 m      1.71 m    802.67 mm  
  45.00 MeV   4.477E-04  2.803E-07   55.07 m      2.29 m    990.45 mm  
  50.00 MeV   4.111E-04  2.544E-07   66.71 m      2.83 m      1.19 m   
  55.00 MeV   3.807E-04  2.330E-07   79.34 m      3.36 m      1.42 m   
  60.00 MeV   3.551E-04  2.151E-07   92.93 m      3.88 m      1.65 m   
  65.00 MeV   3.333E-04  1.998E-07  107.45 m      4.41 m      1.90 m   
  70.00 MeV   3.144E-04  1.866E-07  122.88 m      4.93 m      2.17 m   
  80.00 MeV   2.832E-04  1.649E-07  156.37 m      6.86 m      2.74 m   
  90.00 MeV   2.587E-04  1.479E-07  193.30 m      8.65 m      3.37 m   
 100.00 MeV   2.388E-04  1.342E-07  233.50 m     10.38 m      4.05 m   
 110.00 MeV   2.223E-04  1.229E-07  276.87 m     12.09 m      4.78 m   
 120.00 MeV   2.085E-04  1.134E-07  323.28 m     13.79 m      5.56 m   
 130.00 MeV   1.967E-04  1.053E-07  372.62 m     15.50 m      6.37 m   
 140.00 MeV   1.865E-04  9.829E-08  424.78 m     17.20 m      7.23 m   
 150.00 MeV   1.777E-04  9.220E-08  479.67 m     18.92 m      8.13 m   
 160.00 MeV   1.699E-04  8.685E-08  537.19 m     20.64 m      9.07 m   
